iter	RMSE
215	20.38292375
216	20.33858901
217	20.32014371
218	20.28854876
219	20.20967823
220	20.19539133
221	20.16786343
222	20.15048993
223	20.10879455
224	20.09440723
225	20.07824425
226	20.02382411
227	19.99742076
228	19.98115989
229	19.96395032
230	19.94885583
231	19.91358611
232	19.86222972
233	19.82685145
234	19.80680067
235	19.77026028
236	19.75725354
237	19.74106527
238	19.71721094
239	19.69160715
240	19.67202163
241	19.63238393
242	19.62140097
243	19.60819759
244	19.51552728
245	19.46475842
246	19.44477532
247	19.39989505
248	19.34314812
249	19.32763815
250	19.31275882
251	19.27036154
252	19.25145204
253	19.19485465
254	19.14483148
255	19.13212498
256	19.09903124
257	19.01831863
258	19.00714394
259	18.97131859
260	18.90925459
261	18.89498864
262	18.85329732
263	18.80881557
264	18.79549865
265	18.77990963
266	18.75197562
267	18.71198719
268	18.69691549
269	18.61853723
270	18.58224898
271	18.57004458
272	18.56004209
273	18.53037848
274	18.51741496
275	18.49093207
276	18.4786119
277	18.4497211
278	18.43779544
279	18.41714429
280	18.40568729
281	18.3872537
282	18.35174372
283	18.33556475
284	18.28606523
285	18.27528005
286	18.25772032
287	18.22615639
288	18.19562976
289	18.15491411
290	18.1459812
291	18.12501905
292	18.07946953
293	18.06790925
294	18.04483478
295	18.00076121
296	17.98392545
297	17.97296472
298	17.96096187
299	17.94926974
300	17.94311617
301	17.93038785
302	17.91920941
303	17.87078615
304	17.82268971
305	17.78269343
306	17.74838777
307	17.73485126
308	17.69314105
309	17.68675191
310	17.66401521
311	17.62236084
312	17.55140313
313	17.54516008
314	17.53852857
315	17.4739679
316	17.43864081
317	17.4312241
318	17.41975433
319	17.40627093
320	17.37968915
321	17.36456486
322	17.31982597
323	17.30564446
324	17.29467789
325	17.2542092
326	17.23106684
327	17.21936189
328	17.20672588
329	17.14705184
330	17.13688922
331	17.09142811
332	17.05830117
333	17.04468685
334	17.03571393
335	17.02368555
336	17.01278879
337	16.96280579
338	16.94591472
339	16.93741035
340	16.90486634
341	16.83636541
342	16.79608319
343	16.7850332
344	16.76683297
345	16.76035693
346	16.73706478
347	16.70316736
348	16.6898828
349	16.67878191
350	16.66601966
351	16.6578474
352	16.63492334
353	16.62488881
354	16.61365448
355	16.59317154
356	16.5848593
357	16.57534345
358	16.51958067
359	16.50905013
360	16.50116295
361	16.47765458
362	16.46967248
363	16.42629483
364	16.41666157
365	16.41118997
366	16.37754178
367	16.37116482
368	16.35986809
369	16.35074259
370	16.31754338
371	16.30612033
372	16.29814697
373	16.28365742
374	16.27188476
375	16.2606617
376	16.22506796
377	16.20538872
378	16.19343678
379	16.15641597
380	16.15076425
381	16.14115198
382	16.11449497
383	16.07653032
384	16.06920309
385	16.06322643
386	16.0546905
387	16.00806388
388	15.98005262
389	15.95314314
390	15.94753075
391	15.92162785
392	15.91358866
393	15.90268065
394	15.86567959
395	15.83118232
396	15.81267469
397	15.80450553
398	15.79757713
399	15.78992719
400	15.77231368
401	15.71666651
402	15.7103712
403	15.70028908
404	15.69282896
405	15.66662276
406	15.65648937
407	15.65034826
408	15.6284825
409	15.61962411
410	15.61100446
411	15.6027206
412	15.58587774
413	15.57805936
414	15.55293058
415	15.54727451
416	15.50062663
417	15.49537465
418	15.48537901
419	15.47620904
420	15.43826705
421	15.42269492
422	15.41388604
423	15.40657013
424	15.37251741
425	15.36381071
426	15.3533618
427	15.33713378
428	15.32046463
429	15.31447633
430	15.3090784
431	15.28580767
432	15.27193617
433	15.26625716
434	15.23270318
435	15.22738352
436	15.21895399
437	15.19638255
438	15.17379324
439	15.14218861
440	15.12869739
441	15.12303054
442	15.09943841
443	15.08720388
444	15.08012209
445	15.07185419
446	15.04259204
447	15.03076608
448	15.02248544
449	15.00876835
450	14.98613849
451	14.97522964
452	14.91590644
453	14.91090708
454	14.90050497
455	14.87204127
456	14.83498463
457	14.81956693
458	14.78887833
459	14.78102487
460	14.77635234
461	14.75380932
462	14.74482773
463	14.73959495
464	14.73096209
465	14.72328641
466	14.71819419
467	14.71300552
468	14.70249721
469	14.68715088
470	14.65854155
471	14.6465815
472	14.64186373
473	14.6327866
474	14.62411139
475	14.60867303
476	14.59815683
477	14.59258476
478	14.58557337
479	14.57892003
480	14.55392042
481	14.53726017
482	14.52907478
483	14.51912319
484	14.51130891
485	14.50378171
486	14.49260927
487	14.48765432
488	14.4780877
489	14.4709537
490	14.44382218
491	14.43791217
492	14.43237204
493	14.41430168
494	14.40898046
495	14.37781168
496	14.36009098
497	14.3523856
498	14.34486997
499	14.34034146
500	14.33496816
501	14.31592264
502	14.28672968
503	14.28192128
504	14.26770808
505	14.2566175
506	14.24949187
507	14.22125975
508	14.2122994
509	14.18879946
510	14.18070776
511	14.16253981
512	14.14989907
513	14.13639528
514	14.12978888
515	14.12057772
516	14.11413698
517	14.10260571
518	14.07840907
519	14.07006363
520	14.06628422
521	14.05678847
522	14.04962144
523	14.03974405
524	14.02099811
525	13.99958217
526	13.99297828
527	13.98203052
528	13.97375517
529	13.96821998
530	13.9642625
531	13.92084958
532	13.91090154
533	13.90202046
534	13.89110862
535	13.88499328
536	13.87336577
537	13.84703638
538	13.83816243
539	13.83185244
540	13.82749372
541	13.81820669
542	13.80670152
543	13.78998945
544	13.75591446
545	13.75112746
546	13.71140336
547	13.70220063
548	13.69271439
549	13.66750616
550	13.66337673
551	13.65455389
552	13.6275358
553	13.61894108
554	13.60733837
555	13.59651769
556	13.59015716
557	13.58541794
558	13.57940449
559	13.57172412
560	13.56598781
561	13.55756904
562	13.54721039
563	13.54315648
564	13.5190096
565	13.5147714
566	13.49187286
567	13.48130919
568	13.47610512
569	13.46502562
570	13.46020291
571	13.44227788
572	13.43568946
573	13.4291998
574	13.40069601
575	13.38667902
576	13.37535722
577	13.37029987
578	13.3629328
579	13.35977539
580	13.35275598
581	13.34353357
582	13.3378537
583	13.33101196
584	13.30210104
585	13.29126052
586	13.27092148
587	13.25041367
588	13.24657783
589	13.24237141
590	13.23652171
591	13.20851517
592	13.18957062
593	13.16565788
594	13.16046746
595	13.14188358
596	13.13615962
597	13.12042204
598	13.11685058
599	13.09626739
600	13.09008027
601	13.07758067
602	13.07415193
603	13.06615438
604	13.05618698
605	13.04666441
606	13.0401044
607	13.03060117
608	13.02412997
609	13.02022446
610	12.98829649
611	12.9795066
612	12.97499716
613	12.96861507
614	12.96465732
615	12.95732068
616	12.94504942
617	12.92382268
618	12.90336508
619	12.87869624
620	12.8629972
621	12.85795249
622	12.83386563
623	12.82741771
624	12.8220372
625	12.81793713
626	12.81306581
627	12.8053146
628	12.78925663
629	12.7836271
630	12.77801343
631	12.77399417
632	12.7705936
633	12.7374054
634	12.72640942
635	12.71171242
636	12.70585879
637	12.67616988
638	12.66757397
639	12.66279467
640	12.64510857
641	12.64143205
642	12.63264772
643	12.62272343
644	12.60276989
645	12.57689697
646	12.56965205
647	12.56515737
648	12.55977447
649	12.55595645
650	12.54879166
651	12.52824504
652	12.50139332
653	12.48524235
654	12.48087254
655	12.47376247
656	12.45378009
657	12.44801042
658	12.44435483
659	12.43454425
660	12.42442267
661	12.41944957
662	12.41457839
663	12.41079937
664	12.40723799
665	12.39865695
666	12.39512939
667	12.3899916
668	12.3684995
669	12.36273692
670	12.35202456
671	12.34877988
672	12.3458337
673	12.33674478
674	12.32883144
675	12.32473312
676	12.32028884
677	12.31546987
678	12.30953298
679	12.28905414
680	12.26384836
681	12.26074763
682	12.25590908
683	12.22395433
684	12.20481408
685	12.19615889
686	12.1867822
687	12.18337774
688	12.15750006
689	12.139497
690	12.11581456
691	12.10265952
692	12.09529661
693	12.08971983
694	12.08067134
695	12.07305472
696	12.06608145
697	12.06277559
698	12.05910005
699	12.05204801
700	12.04852144
701	12.04137194
702	12.03832745
703	12.02965213
704	12.02633452
705	12.0240984
706	12.01805235
707	12.01218555
708	12.0074217
709	12.00242403
710	11.99040347
711	11.96943619
712	11.96343225
713	11.95619774
714	11.95029665
715	11.92390073
716	11.91898222
717	11.91566118
718	11.90510096
719	11.90214063
720	11.89959638
721	11.89438857
722	11.8738796
723	11.86051954
724	11.84966884
725	11.84135677
726	11.83191989
727	11.82876543
728	11.81979531
729	11.81505891
730	11.81175926
731	11.80875522
732	11.80535621
733	11.80136046
734	11.78794168
735	11.78469213
736	11.78110769
737	11.77874162
738	11.75533082
739	11.74806334
740	11.73157763
741	11.72309846
742	11.72033316
743	11.71562606
744	11.71139036
745	11.70665341
746	11.70358633
747	11.69729741
748	11.69203824
749	11.68269658
750	11.67718739
751	11.67410622
752	11.66942627
753	11.65765135
754	11.64007903
755	11.63028025
756	11.62470236
757	11.60424592
758	11.60098493
759	11.57989058
760	11.56410046
761	11.53928784
762	11.53145997
763	11.52743435
764	11.50855692
765	11.49815098
766	11.49594763
767	11.48973452
768	11.47877991
769	11.45788944
770	11.45565375
771	11.44876891
772	11.44239742
773	11.42595802
774	11.42203788
775	11.3982398
776	11.39359889
777	11.38803941
778	11.37959487
779	11.36668256
780	11.35456782
781	11.35160136
782	11.33105836
783	11.32765125
784	11.31412837
785	11.30538513
786	11.30157395
787	11.29904466
788	11.29696238
789	11.29199915
790	11.28661375
791	11.28394501
792	11.27219069
793	11.2450283
794	11.23808493
795	11.23479665
796	11.22880878
797	11.22440866
798	11.20842338
799	11.20331114
800	11.19818698
801	11.1941569
802	11.18420802
803	11.17924746
804	11.17374764
805	11.16966089
806	11.16718798
807	11.1627896
808	11.15886536
809	11.15310946
810	11.14363228
811	11.14008578
812	11.13726124
813	11.13261881
814	11.11326647
815	11.10438229
816	11.1012165
817	11.08941718
818	11.07727839
819	11.07134667
820	11.05481852
821	11.04982692
822	11.04623377
823	11.04334532
824	11.03531711
825	11.03175062
826	11.01921838
827	11.01559326
828	11.00975137
829	11.00702474
830	11.00425326
831	10.99618255
832	10.99344499
833	10.98850554
834	10.97429114
835	10.97261739
836	10.96008393
837	10.94333144
838	10.93166053
839	10.92741718
840	10.91770657
841	10.91489957
842	10.90918946
843	10.8954623
844	10.8901498
845	10.8783049
846	10.87490996
847	10.85540679
848	10.85083095
849	10.84653877
850	10.83978738
851	10.82873198
852	10.82574955
853	10.79749697
854	10.79443932
855	10.79020253
856	10.78631226
857	10.77758921
858	10.7751269
859	10.77249205
860	10.76803082
861	10.74743952
862	10.74486374
863	10.73634633
864	10.73305217
865	10.72928137
866	10.7264712
867	10.72390337
868	10.71582666
869	10.71175508
870	10.70934453
871	10.70461816
872	10.68634856
873	10.67938852
874	10.67630569
875	10.66895793
876	10.66469752
877	10.66202926
878	10.66001959
879	10.65668139
880	10.6517963
881	10.64794384
882	10.62926624
883	10.62494281
884	10.60411804
885	10.60137647
886	10.58979512
887	10.57589932
888	10.56933535
889	10.56241077
890	10.5582606
891	10.55381793
892	10.52375518
893	10.52138475
894	10.51717057
895	10.50931247
896	10.50591054
897	10.50329108
898	10.50054588
899	10.49459519
900	10.48538168
901	10.48261918
902	10.47894845
903	10.4732027
904	10.46599425
905	10.46281965
906	10.4532261
907	10.44996537
908	10.44731122
909	10.44318098
910	10.44084823
911	10.43673974
912	10.43317841
913	10.4278082
914	10.42187083
915	10.41944958
916	10.41443732
917	10.40541901
918	10.39836546
919	10.39422631
920	10.39168771
921	10.38940007
922	10.3717066
923	10.36774921
924	10.35925348
925	10.34304192
926	10.33454281
927	10.32186875
928	10.31847739
929	10.29843491
930	10.29354154
931	10.28859966
932	10.2759721
933	10.27195414
934	10.26924606
935	10.25083178
936	10.23200997
937	10.22508576
938	10.21430814
939	10.21213561
940	10.20717542
941	10.19546589
942	10.19301297
943	10.1849548
944	10.1817221
945	10.17819992
946	10.17226659
947	10.16223347
948	10.14700745
949	10.13653684
950	10.13326323
951	10.1304811
952	10.12705161
953	10.12167041
954	10.11824634
955	10.11611741
956	10.09082875
957	10.08775996
958	10.08547561
959	10.08062069
960	10.07725505
961	10.07466783
962	10.07175089
963	10.06841277
964	10.05256461
965	10.04468632
966	10.03155182
967	10.02953381
968	10.02708014
969	10.0209983
970	10.0145821
971	10.01219704
972	9.994437678
973	9.990341435
974	9.986319638
975	9.982065237
976	9.978014608
977	9.972986353
978	9.965503892
979	9.949568814
980	9.947192733
981	9.940179519
982	9.937647439
983	9.932860216
984	9.928693334
985	9.922443292
986	9.918278148
987	9.914569396
988	9.912509205
989	9.903061666
990	9.89726881
991	9.881856661
992	9.879504903
993	9.874183501
994	9.872212949
995	9.851414529
996	9.846213577
997	9.843614378
998	9.840117809
999	9.829185024
